"Ticker","Name","Exchange"
"KESLVL=X","KES/LVL","CCY"
"UGXINR=X","UGX/INR","CCY"
"TRYLKR=X","TRY/LKR","CCY"
"29134359=X","TRY/CLP","CCY"
"TNDEGP=X","TND/EGP","CCY"
"CZKBDT=X","CZK/BDT","CCY"
"GTQEUR=X","GTQ/EUR","CCY"
"TRYSGD=X","TRY/SGD","CCY"
"TRYSEK=X","TRY/SEK","CCY"
"VEFMXN=X","VEF/MXN","CCY"
"TRYCHF=X","TRY/CHF","CCY"
"BBD=X","USD/BBD","CCY"
"CZKCNY=X","CZK/CNY","CCY"
"AUDRON=X","AUD/RON","CCY"
"OMRJPY=X","OMR/JPY","CCY"
"19754103.SW","GOLD 999.9/1000    ","EBS"
"1759700=X","GBP/SBD","CCY"
"INRBGN=X","INR/BGN","CCY"
"SGDCNH=X","SGD/CNH","CCY"
"MXNQAR=X","MXN/QAR","CCY"
"GBPAOA=X","GBP/AOA","CCY"
"BDTGBP=X","BDT/GBP","CCY"
"GHSSBD=X","GHS/SBD","CCY"
"CZKGBP=X","CZK/GBP","CCY"
"THBLTL=X","THB/LTL","CCY"
"CADCZK=X","CAD/CZK","CCY"
"RUBTWD=X","RUB/TWD","CCY"
"HRKINR=X","HRK/INR","CCY"
"CADSCR=X","CAD/SCR","CCY"
"CHFAWG=X","CHF/AWG","CCY"
"BWPNAD=X","BWP/NAD","CCY"
"TWDCNH=X","TWD/CNH","CCY"
"NZD=X","USD/NZD","CCY"
"CUPEUR=X","CUP/EUR","CCY"
"CLP=X","USD/CLP","CCY"
"VEFCHF=X","VEF/CHF","CCY"
"NOKTWD=X","NOK/TWD","CCY"
"MURXDR=X","MUR/XDR","CCY"
"BNDEUR=X","BND/EUR","CCY"
"NZDZAR=X","NZD/ZAR","CCY"
"ERN=X","USD/ERN","CCY"
"CNYDKK=X","CNY/DKK","CCY"
"HU43.EX","HURRICANE FUTURES","EUX"
"PLNBRL=X","PLN/BRL","CCY"
"JPYBZD=X","JPY/BZD","CCY"
"EURGIP=X","EUR/GIP","CCY"
"CHFIQD=X","CHF/IQD","CCY"
"CADAFN=X","CAD/AFN","CCY"
"EUR-AMD.F","EUR/AMD","FRA"
"GBPZWL=X","GBP/ZWL","CCY"
"MURTRY=X","MUR/TRY","CCY"
"AUDPKR=X","AUD/PKR","CCY"
"EUR-IQD.F","EUR/IQD","FRA"
"TRYKWD=X","TRY/KWD","CCY"
"RUBINR=X","RUB/INR","CCY"
"JPYLBP=X","JPY/LBP","CCY"
"ISK=X","USD/ISK","CCY"
"TNDUSD=X","TND/USD","CCY"
"AZNUSD=X","AZN/USD","CCY"
"HUFTWD=X","HUF/TWD","CCY"
"HUFNZD=X","HUF/NZD","CCY"
"TNDJPY=X","TND/JPY","CCY"
"UGXVND=X","UGX/VND","CCY"
"TRYZAR=X","TRY/ZAR","CCY"
"BOBBRL=X","BOB/BRL","CCY"
"MXNCNY=X","MXN/CNY","CCY"
"GBPDJF=X","GBP/DJF","CCY"
"EURLRD=X","EUR/LRD","CCY"
"EUR-VND.F","EUR/VND","FRA"
"19752571.SW","GOLD 999.9/1000    ","EBS"
"VEFTHB=X","VEF/THB","CCY"
"HU30.EX","STURM USA 30BN 10","EUX"
"MXNOMR=X","MXN/OMR","CCY"
"VUV=X","USD/VUV","CCY"
"19753568.SW","SILBER 999/1000","EBS"
"BWPKZT=X","BWP/KZT","CCY"
"BRLZAR=X","BRL/ZAR","CCY"
"MYRLBP=X","MYR/LBP","CCY"
"20162407.SW","KUPFER 999/1000    ","EBS"
"RUBLKR=X","RUB/LKR","CCY"
"FKPCHF=X","FKP/CHF","CCY"
"GMDDKK=X","GMD/DKK","CCY"
"GDEBY.MDD","ELECT. BASE.GER Y","MDD"
"ZMWEUR=X","ZMW/EUR","CCY"
"BRLAUD=X","BRL/AUD","CCY"
"SEKEGP=X","SEK/EGP","CCY"
"VUVCAD=X","VUV/CAD","CCY"
"CZKNOK=X","CZK/NOK","CCY"
"LVLCZK=X","LVL/CZK FIXING","CCY"
"EODK.F","EUR/DKK FIXING","FRA"
"CZKCLP=X","CZK/CLP","CCY"
"CHFGTQ=X","CHF/GTQ","CCY"
"LTLKWD=X","LTL/KWD","CCY"
"SARCHF=X","SAR/CHF","CCY"
"CZKMUR=X","CZK/MUR","CCY"
"EURSCR=X","EUR/SCR","CCY"
"RSM.PA","COMMODIT RAPE MEAL","PAR"
"CZKHKD=X","CZK/HKD","CCY"
"PLNQAR=X","PLN/QAR","CCY"
"AUDGHS=X","AUD/GHS","CCY"
"CZKBAM=X","CZK/BAM","CCY"
"DKKEUR=X","DKK/EUR","CCY"
"VUVSAR=X","VUV/SAR","CCY"
"MYRXDR=X","MYR/XDR","CCY"
"ARSMXN=X","ARS/MXN","CCY"
"GBPGBP=X","GBP/GBP","CCY"
"MXNTND=X","MXN/TND","CCY"
"INRGHS=X","INR/GHS","CCY"
"CADVND=X","CAD/VND","CCY"
"INMUA.NX","LYX.USA REAL VLI","ENX"
"CLPJPY=X","CLP/JPY","CCY"
"GBPSGD=X","GBP/SGD","CCY"
"CZKBOB=X","CZK/BOB","CCY"
"WSTEUR=X","WST/EUR","CCY"
"CADDZD=X","CAD/DZD","CCY"
"JODOMR=X","JOD/OMR","CCY"
"AEDNZD=X","AED/NZD","CCY"
"PLNUYU=X","PLN/UYU","CCY"
"ISKEUR=X","ISK/EUR","CCY"
"CHFERN=X","CHF/ERN","CCY"
"BRLMXN=X","BRL/MXN","CCY"
"CHFWST=X","CHF/WST","CCY"
"OMRTRY=X","OMR/TRY","CCY"
"NZDPLN=X","NZD/PLN","CCY"
"CADBBD=X","CAD/BBD","CCY"
"BGNGBP=X","BGN/GBP","CCY"
"LVLTND=X","LVL/TND","CCY"
"SGDVND=X","SGD/VND","CCY"
"CADNIO=X","CAD/NIO","CCY"
"PABGBP=X","PAB/GBP","CCY"
"INREGP=X","INR/EGP","CCY"
"ISKLKR=X","ISK/LKR","CCY"
"NZDMUR=X","NZD/MUR","CCY"
"BWPBRL=X","BWP/BRL","CCY"
"KGSGBP=X","KGS/GBP","CCY"
"TRYOMR=X","TRY/OMR","CCY"
"BGNDKK=X","BGN/DKK","CCY"
"KRWCNY=X","KRW/CNY","CCY"
"KESNZD=X","KES/NZD","CCY"
"SZLCHF=X","SZL/CHF","CCY"
"GHSQAR=X","GHS/QAR","CCY"
"JPYKPW=X","JPY/KPW","CCY"
"HKDGHS=X","HKD/GHS","CCY"
"GHSMYR=X","GHS/MYR","CCY"
"LKRCHF=X","LKR/CHF","CCY"
"GBPERN=X","GBP/ERN","CCY"
"AZNCHF=X","AZN/CHF","CCY"
"JPYKES=X","JPY/KES","CCY"
"GBPFKP=X","GBP/FKP","CCY"
"AEDSAR=X","AED/SAR","CCY"
"EURKGS=X","EUR/KGS","CCY"
"CNYTND=X","CNY/TND","CCY"
"AUDSCR=X","AUD/SCR","CCY"
"ARSCAD=X","ARS/CAD","CCY"
"CADCUP=X","CAD/CUP","CCY"
"GHSMXN=X","GHS/MXN","CCY"
"SEKBGN=X","SEK/BGN","CCY"
"EURPHP=X","EUR/PHP","CCY"
"SOS=X","USD/SOS","CCY"
"AUDMAD=X","AUD/MAD","CCY"
"OCUF.EX","USD/CHF","EUX"
"PLNZWL=X","PLN/ZWL","CCY"
"ISKNZD=X","ISK/NZD","CCY"
"TNDAED=X","TND/AED","CCY"
"EUR-WST.F","EUR/WST","FRA"
"HF33.EX","HURRICANE FUTURES","EUX"
"KWDXDR=X","KWD/XDR","CCY"
"AUDCRC=X","AUD/CRC","CCY"
"HUFMAD=X","HUF/MAD","CCY"
"LTLCNY=X","LTL/CNY","CCY"
"CHFBRL=X","CHF/BRL","CCY"
"HKDJPY=X","HKD/JPY","CCY"
"CADZMK=X","CAD/ZMK","CCY"
"AUDRSD=X","AUD/RSD","CCY"
"BWP=X","USD/BWP","CCY"
"XF000EURIDR3.SG","EUR/IDR FIXING","STU"
"XF000EURBRL1.SG","EUR/BRL FIXING","STU"
"EURCLF=X","EUR/CLF","CCY"
"CHFMZN=X","CHF/MZN","CCY"
"SEKNZD=X","SEK/NZD","CCY"
"INREUR=X","INR/EUR","CCY"
"LVLPHP=X","LVL/PHP","CCY"
"CHFKYD=X","CHF/KYD","CCY"
"CADZWL=X","CAD/ZWL","CCY"
"ANGUSD=X","ANG/USD","CCY"
"RUBSEK=X","RUB/SEK","CCY"
"EUR-MKD.F","EUR/MKD","FRA"
"QARDKK=X","QAR/DKK","CCY"
"CHFBBD=X","CHF/BBD","CCY"
"HF53.EX","HURRICANE FUTURES","EUX"
"CADSBD=X","CAD/SBD","CCY"
"CHFSOS=X","CHF/SOS","CCY"
"GBPTRY=X","GBP/TRY","CCY"
"JPYBMD=X","JPY/BMD","CCY"
"LTLLKR=X","LTL/LKR","CCY"
"PLNAUD=X","PLN/AUD","CCY"
"RUBAUD=X","RUB/AUD","CCY"
"CNYJPY=X","CNY/JPY","CCY"
"EURUSD=X","EUR/USD","CCY"
"MYRVEF=X","MYR/VEF","CCY"
"CADEGP=X","CAD/EGP","CCY"
"CADNOK=X","CAD/NOK","CCY"
"CADSVC=X","CAD/SVC","CCY"
"EGPSGD=X","EGP/SGD","CCY"
"OMRKES=X","OMR/KES","CCY"
"EURRWF=X","EUR/RWF","CCY"
"GBPMGA=X","GBP/MGA","CCY"
"CADCLP=X","CAD/CLP","CCY"
"NZDNOK=X","NZD/NOK","CCY"
"AOAEUR=X","AOA/EUR","CCY"
"QAREUR=X","QAR/EUR","CCY"
"QARTHB=X","QAR/THB","CCY"
"CNYTWD=X","CNY/TWD","CCY"
"KESMUR=X","KES/MUR","CCY"
"EUR-SLL.F","EUR/SLL","FRA"
"HUFBAM=X","HUF/BAM","CCY"
"TWDMUR=X","TWD/MUR","CCY"
"DZDEUR=X","DZD/EUR","CCY"
"BRLCAD=X","BRL/CAD","CCY"
"EUR-NGN.F","EUR/NGN","FRA"
"JPYBSD=X","JPY/BSD","CCY"
"BGNUSD=X","BGN/USD","CCY"
"GBPMAD=X","GBP/MAD","CCY"
"AEDHUF=X","AED/HUF","CCY"
"PLNCLP=X","PLN/CLP","CCY"
"EUR-QAR.F","EUR/QAR","FRA"
"MADJPY=X","MAD/JPY","CCY"
"ILSZAR=X","ILS/ZAR","CCY"
"EUR-ILS.F","EUR/ILS","FRA"
"LVLJOD=X","LVL/JOD","CCY"
"DKKXDR=X","DKK/XDR","CCY"
"UYUPYG=X","UYU/PYG","CCY"
"LKRSGD=X","LKR/SGD","CCY"
"PHPOMR=X","PHP/OMR","CCY"
"AUD=X","USD/AUD","CCY"
"ILSUSD=X","ILS/USD","CCY"
"CZKPGK=X","CZK/PGK","CCY"
"CADOMR=X","CAD/OMR","CCY"
"EURHTG=X","EUR/HTG","CCY"
"AUDUYU=X","AUD/UYU","CCY"
"DKKHUF=X","DKK/HUF","CCY"
"PHPAED=X","PHP/AED","CCY"
"EUR-SYP.F","EUR/SYP","FRA"
"TWDILS=X","TWD/ILS","CCY"
"KZT=X","USD/KZT","CCY"
"KWDILS=X","KWD/ILS","CCY"
"MOPAUD=X","MOP/AUD","CCY"
"10367025.EX","STURM USA 50BN 10","EUX"
"XF000EURSEK5.SG","EUR/SEK FIXING","STU"
"CHFMDL=X","CHF/MDL","CCY"
"GBPKGS=X","GBP/KGS","CCY"
"EUR-SEK.F","EUR/SEK","FRA"
"SGDNOK=X","SGD/NOK","CCY"
"ANGZAR=X","ANG/ZAR","CCY"
"ARSUSD=X","ARS/USD","CCY"
"DOPDKK=X","DOP/DKK","CCY"
"TWDCNY=X","TWD/CNY","CCY"
"XDREUR=X","XDR/EUR","CCY"
"NZDUSD=X","NZD/USD","CCY"
"HU33.EX","HURRICANE FUTURES","EUX"
"KESTWD=X","KES/TWD","CCY"
"EUR-HUF.F","EUR/HUF","FRA"
"LVLUSD=X","LVL/USD","CCY"
"SGDPLN=X","SGD/PLN","CCY"
"PLNNZD=X","PLN/NZD","CCY"
"NOKLTL=X","NOK/LTL","CCY"
"SEKRSD=X","SEK/RSD","CCY"
"BRLDKK=X","BRL/DKK","CCY"
"STD=X","USD/STD","CCY"
"CADAZN=X","CAD/AZN","CCY"
"EUR-AUD.F","EUR/AUD","FRA"
"MA.PA","MAIZE","PAR"
"MYRSAR=X","MYR/SAR","CCY"
"GBPITL=X","GBP/ITL","CCY"
"LVLSGD=X","LVL/SGD","CCY"
"ZARNZD=X","ZAR/NZD","CCY"
"UYUCHF=X","UYU/CHF","CCY"
"PLNNGN=X","PLN/NGN","CCY"
"PHPIDR=X","PHP/IDR","CCY"
"CADCNH=X","CAD/CNH","CCY"
"EGPSAR=X","EGP/SAR","CCY"
"NZDOMR=X","NZD/OMR","CCY"
"KWDLKR=X","KWD/LKR","CCY"
"UGXMXN=X","UGX/MXN","CCY"
"GBPBBD=X","GBP/BBD","CCY"
"EURSVC=X","EUR/SVC","CCY"
"JPYTHB=X","JPY/THB","CCY"
"CZKJOD=X","CZK/JOD","CCY"
"AOA=X","USD/AOA","CCY"
"TNDCHF=X","TND/CHF","CCY"
"CLPMXN=X","CLP/MXN","CCY"
"CADBGN=X","CAD/BGN","CCY"
"KESTHB=X","KES/THB","CCY"
"MWK=X","USD/MWK","CCY"
"CADBRL=X","CAD/BRL","CCY"
"CDF=X","USD/CDF","CCY"
"CHFZMK=X","CHF/ZMK","CCY"
"ILSXDR=X","ILS/XDR","CCY"
"HUFHKD=X","HUF/HKD","CCY"
"JMDGBP=X","JMD/GBP","CCY"
"GBPTND=X","GBP/TND","CCY"
"INRTHB=X","INR/THB","CCY"
"GBPMMK=X","GBP/MMK","CCY"
"NPR=X","USD/NPR","CCY"
"WSTCHF=X","WST/CHF","CCY"
"NZDEGP=X","NZD/EGP","CCY"
"CADUYU=X","CAD/UYU","CCY"
"CHFLBP=X","CHF/LBP","CCY"
"EURCLP=X","EUR/CLP","CCY"
"HKDSGD=X","HKD/SGD","CCY"
"ZARISK=X","ZAR/ISK","CCY"
"EURLSL=X","EUR/LSL","CCY"
"JPYCDF=X","JPY/CDF","CCY"
"CHFIDR=X","CHF/IDR","CCY"
"SARBHD=X","SAR/BHD","CCY"
"CADIQD=X","CAD/IQD","CCY"
"MYRGBP=X","MYR/GBP","CCY"
"GBPKWD=X","GBP/KWD","CCY"
"EUR-COP.F","EUR/COP","FRA"
"SEKKWD=X","SEK/KWD","CCY"
"BWPTZS=X","BWP/TZS","CCY"
"ILSNZD=X","ILS/NZD","CCY"
"CHFITL=X","CHF/ITL","CCY"
"THBSGD=X","THB/SGD","CCY"
"GBPCRC=X","GBP/CRC","CCY"
"19664658.SW","SILVER COINS 1 UZ","EBS"
"CADLYD=X","CAD/LYD","CCY"
"CLPPYG=X","CLP/PYG","CCY"
"DKKSAR=X","DKK/SAR","CCY"
"TRYDKK=X","TRY/DKK","CCY"
"AUBEZ.SW","BEZ.KURSE","EBS"
"GHSLKR=X","GHS/LKR","CCY"
"RUBTND=X","RUB/TND","CCY"
"JPYCRC=X","JPY/CRC","CCY"
"CADKGS=X","CAD/KGS","CCY"
"GBPZMW=X","GBP/ZMW","CCY"
"20161078.SW","KUPFER 999/1000    ","EBS"
"AUDUSD=X","AUD/USD","CCY"
"RONNZD=X","RON/NZD","CCY"
"SGDRUB=X","SGD/RUB","CCY"
"HKDMOP=X","HKD/MOP","CCY"
"MYRTND=X","MYR/TND","CCY"
"GBPCAD=X","GBP/CAD","CCY"
"CZKILS=X","CZK/ILS","CCY"
"MYRNOK=X","MYR/NOK","CCY"
"EGPHKD=X","EGP/HKD","CCY"
"IDRRUB=X","IDR/RUB","CCY"
"MURKES=X","MUR/KES","CCY"
"YER=X","USD/YER","CCY"
"MYRJPY=X","MYR/JPY","CCY"
"UAHCHF=X","UAH/CHF","CCY"
"HKDBDT=X","HKD/BDT","CCY"
"CZKUYU=X","CZK/UYU","CCY"
"KYD=X","USD/KYD","CCY"
"AEDCHF=X","AED/CHF","CCY"
"CHFZAR=X","CHF/ZAR","CCY"
"UGXCZK=X","UGX/CZK","CCY"
"EUR-SOS.F","EUR/SOS","FRA"
"RUBDKK=X","RUB/DKK","CCY"
"LTL=X","USD/LTL","CCY"
"PENEUR=X","PEN/EUR","CCY"
"CHFSHP=X","CHF/SHP","CCY"
"LVLDKK=X","LVL/DKK","CCY"
"CNYKWD=X","CNY/KWD","CCY"
"BWPCAD=X","BWP/CAD","CCY"
"RONRSD=X","RON/RSD","CCY"
"29134374=X","ZAR/CZK","CCY"
"PYGUYU=X","PYG/UYU","CCY"
"PABDKK=X","PAB/DKK","CCY"
"DKKTWD=X","DKK/TWD","CCY"
"ZARMWK=X","ZAR/MWK","CCY"
"MURCAD=X","MUR/CAD","CCY"
"3017005.EX","ITR EUR CR 5Y IND F","EUX"
"CHFANG=X","CHF/ANG","CCY"
"QARKWD=X","QAR/KWD","CCY"
"QARAED=X","QAR/AED","CCY"
"RUBAZN=X","RUB/AZN","CCY"
"TWDGBP=X","TWD/GBP","CCY"
"CHFRWF=X","CHF/RWF","CCY"
"29134358=X","THB/CZK","CCY"
"AUDBAM=X","AUD/BAM","CCY"
"BSD=X","USD/BSD","CCY"
"NGNZAR=X","NGN/ZAR","CCY"
"RUBCNY=X","RUB/CNY","CCY"
"RUBTHB=X","RUB/THB","CCY"
"CHFAZN=X","CHF/AZN","CCY"
"SGDZAR=X","SGD/ZAR","CCY"
"MYRBRL=X","MYR/BRL","CCY"
"JODUSD=X","JOD/USD","CCY"
"MADGBP=X","MAD/GBP","CCY"
"BWPRSD=X","BWP/RSD","CCY"
"MXNINR=X","MXN/INR","CCY"
"RONEUR=X","RON/EUR","CCY"
"PLNMUR=X","PLN/MUR","CCY"
"KWDRSD=X","KWD/RSD","CCY"
"NOKQAR=X","NOK/QAR","CCY"
"THBINR=X","THB/INR","CCY"
"LVLKRW=X","LVL/KRW","CCY"
"MOPCHF=X","MOP/CHF","CCY"
"XPF=X","USD/XPF","CCY"
"NOKEUR=X","NOK/EUR","CCY"
"HTGCHF=X","HTG/CHF","CCY"
"PKRXDR=X","PKR/XDR","CCY"
"AEDBHD=X","AED/BHD","CCY"
"BWPTHB=X","BWP/THB","CCY"
"EURBAM=X","EUR/BAM","CCY"
"SARKWD=X","SAR/KWD","CCY"
"BHDKWD=X","BHD/KWD","CCY"
"TWDJPY=X","TWD/JPY","CCY"
"EURLYD=X","EUR/LYD","CCY"
"ARSBRL=X","ARS/BRL","CCY"
"ARSPYG=X","ARS/PYG","CCY"
"GBPBRL=X","GBP/BRL","CCY"
"PENUSD=X","PEN/USD","CCY"
"ZARNGN=X","ZAR/NGN","CCY"
"THBPKR=X","THB/PKR","CCY"
"MADILS=X","MAD/ILS","CCY"
"HTGUSD=X","HTG/USD","CCY"
"ZARSEK=X","ZAR/SEK","CCY"
"CADBMD=X","CAD/BMD","CCY"
"MUR=X","USD/MUR","CCY"
"VUVEUR=X","VUV/EUR","CCY"
"MADCAD=X","MAD/CAD","CCY"
"HRKKRW=X","HRK/KRW","CCY"
"CNYCHF=X","CNY/CHF","CCY"
"BWPTWD=X","BWP/TWD","CCY"
"MURHUF=X","MUR/HUF","CCY"
"JPYPYG=X","JPY/PYG","CCY"
"BRLCHF=X","BRL/CHF","CCY"
"HKDAED=X","HKD/AED","CCY"
"AUDHUF=X","AUD/HUF","CCY"
"PHPTWD=X","PHP/TWD","CCY"
"JPYTWD=X","JPY/TWD","CCY"
"SEKZAR=X","SEK/ZAR","CCY"
"AUDCNY=X","AUD/CNY","CCY"
"EUR-CZK.F","EUR/CZK","FRA"
"JPYRON=X","JPY/RON","CCY"
"ISKRUB=X","ISK/RUB","CCY"
"SGDAED=X","SGD/AED","CCY"
"DOP=X","USD/DOP","CCY"
"AUDBSD=X","AUD/BSD","CCY"
"CHFMOP=X","CHF/MOP","CCY"
"JPYMNT=X","JPY/MNT","CCY"
"PGK=X","USD/PGK","CCY"
"EGPILS=X","EGP/ILS","CCY"
"CLFCLP=X","CLF/CLP","CCY"
"GBPBWP=X","GBP/BWP","CCY"
"EGPIDR=X","EGP/IDR","CCY"
"CADBIF=X","CAD/BIF","CCY"
"NOKJOD=X","NOK/JOD","CCY"
"THBPHP=X","THB/PHP","CCY"
"PAB=X","USD/PAB","CCY"
"EURRON=X","EUR/RON","CCY"
"DKKANG=X","DKK/ANG","CCY"
"JMD=X","USD/JMD","CCY"
"HUFSAR=X","HUF/SAR","CCY"
"THBEGP=X","THB/EGP","CCY"
"THBTND=X","THB/TND","CCY"
"CZKDKK=X","CZK/DKK","CCY"
"AUDCZK=X","AUD/CZK","CCY"
"NOKMUR=X","NOK/MUR","CCY"
"LKRKRW=X","LKR/KRW","CCY"
"AUGLE.SW","GLEICH VORT.","EBS"
"TWDKES=X","TWD/KES","CCY"
"GBPSRD=X","GBP/SRD","CCY"
"HUFMXN=X","HUF/MXN","CCY"
"QARXDR=X","QAR/XDR","CCY"
"CHFCZK=X","CHF/CZK","CCY"
"LVLTRY=X","LVL/TRY","CCY"
"AUDSYP=X","AUD/SYP","CCY"
"CHFLTL=X","CHF/LTL","CCY"
"BHD=X","USD/BHD","CCY"
"19754261.SW","SILBER 999/1000    ","EBS"
"PLNXDR=X","PLN/XDR","CCY"
"INRQAR=X","INR/QAR","CCY"
"GBPRUB=X","GBP/RUB","CCY"
"KESISK=X","KES/ISK CROSS","CCY"
"2218017=X","CHF/SBD","CCY"
"EUR-BHD.F","EUR/BHD","FRA"
"CADDOP=X","CAD/DOP","CCY"
"JPYHNL=X","JPY/HNL","CCY"
"TOPEUR=X","TOP/EUR","CCY"
"THBKRW=X","THB/KRW","CCY"
"XF000EURPEN5.SG","EUR/PEN","STU"
"DKKOMR=X","DKK/OMR","CCY"
"SARUSD=X","SAR/USD","CCY"
"OMREGP=X","OMR/EGP","CCY"
"TNDLKR=X","TND/LKR","CCY"
"FJDGBP=X","FJD/GBP","CCY"
"SEKCAD=X","SEK/CAD","CCY"
"TRYQAR=X","TRY/QAR","CCY"
"19666223.SW","SILVER COINS 1 KG","EBS"
"FJDDKK=X","FJD/DKK","CCY"
"IDEPM.MDD","ELECTR. PEAKLOAD M","MDD"
"EURUGX=X","EUR/UGX","CCY"
"JPYVUV=X","JPY/VUV","CCY"
"RSDEUR=X","RSD/EUR","CCY"
"HKDKRW=X","HKD/KRW","CCY"
"BWPTND=X","BWP/TND","CCY"
"XPFGBP=X","XPF/GBP","CCY"
"RUBMUR=X","RUB/MUR","CCY"
"CADSDG=X","CAD/SDG","CCY"
"2219069=X","CAD/SBD","CCY"
"19838330.SW","SILBER 999/1000","EBS"
"CZKEGP=X","CZK/EGP","CCY"
"JPYGTQ=X","JPY/GTQ","CCY"
"JODSAR=X","JOD/SAR","CCY"
"KYDCHF=X","KYD/CHF","CCY"
"ZARSGD=X","ZAR/SGD","CCY"
"DKKTND=X","DKK/TND","CCY"
"CZKTWD=X","CZK/TWD","CCY"
"CNYCZK=X","CNY/CZK","CCY"
"GELLVL=X","GEL/LVL FIXING","CCY"
"LKRAED=X","LKR/AED","CCY"
"LBP=X","USD/LBP","CCY"
"MVREUR=X","MVR/EUR","CCY"
"KWDCNY=X","KWD/CNY","CCY"
"EGPLVL=X","EGP/LVL","CCY"
"SEKJPY=X","SEK/JPY","CCY"
"EURBSD=X","EUR/BSD","CCY"
"ISKCNY=X","ISK/CNY","CCY"
"GHSARS=X","GHS/ARS","CCY"
"AUDAED=X","AUD/AED","CCY"
"CLPKRW=X","CLP/KRW","CCY"
"KESTRY=X","KES/TRY","CCY"
"AEDSEK=X","AED/SEK","CCY"
"DKKPKR=X","DKK/PKR","CCY"
"AUDKRW=X","AUD/KRW","CCY"
"GHSKWD=X","GHS/KWD","CCY"
"QARLVL=X","QAR/LVL","CCY"
"ILSHUF=X","ILS/HUF","CCY"
"MYRCLP=X","MYR/CLP","CCY"
"EUR-XAF.F","EUR/XAF","FRA"
"ISKILS=X","ISK/ILS","CCY"
"GBPBGN=X","GBP/BGN","CCY"
"29134353=X","PKR/NOK","CCY"
"BHDOMR=X","BHD/OMR","CCY"
"NOKSGD=X","NOK/SGD","CCY"
"DKKILS=X","DKK/ILS","CCY"
"GMDGBP=X","GMD/GBP","CCY"
"GBPXDR=X","GBP/XDR","CCY"
"AUDJOD=X","AUD/JOD","CCY"
"NZDSGD=X","NZD/SGD","CCY"
"CNYEGP=X","CNY/EGP","CCY"
"LTLKES=X","LTL/KES","CCY"
"PHPMYR=X","PHP/MYR","CCY"
"PHPLKR=X","PHP/LKR","CCY"
"XAG=X","SILVER 1 OZ 999 NY","CCY"
"MUROMR=X","MUR/OMR","CCY"
"NOKTHB=X","NOK/THB","CCY"
"CADTHB=X","CAD/THB","CCY"
"XDRNOK=X","XDR/NOK","CCY"
"CHFLRD=X","CHF/LRD","CCY"
"DOPUSD=X","DOP/USD","CCY"
"THBMXN=X","THB/MXN","CCY"
"RUBHKD=X","RUB/HKD","CCY"
"HKDTWD=X","HKD/TWD","CCY"
"BRLILS=X","BRL/ILS","CCY"
"29134363=X","UYU/BRL","CCY"
"IDRISK=X","IDR/ISK","CCY"
"BZDEUR=X","BZD/EUR","CCY"
"22372096.SW","VIANDANTE GOLD ","EBS"
"XF000EURTRY6.SG","EUR/TRY FIXING","STU"
"NZDXDR=X","NZD/XDR","CCY"
"TRYLVL=X","TRY/LVL","CCY"
"AUDPEN=X","AUD/PEN","CCY"
"SRDGBP=X","SRD/GBP","CCY"
"EUR-TMM.F","EUR/TMM","FRA"
"AEDHKD=X","AED/HKD","CCY"
"GBPKRW=X","GBP/KRW","CCY"
"JPYQAR=X","JPY/QAR","CCY"
"LKRQAR=X","LKR/QAR","CCY"
"AUDTHB=X","AUD/THB","CCY"
"GHSPHP=X","GHS/PHP","CCY"
"XPFUSD=X","XPF/USD","CCY"
"BMDGBP=X","BMD/GBP","CCY"
"THBCLP=X","THB/CLP","CCY"
"SEKPKR=X","SEK/PKR","CCY"
"MADZAR=X","MAD/ZAR","CCY"
"KRWRUB=X","KRW/RUB","CCY"
"GNF=X","USD/GNF","CCY"
"AEDJOD=X","AED/JOD","CCY"
"CHFNGN=X","CHF/NGN","CCY"
"29134354=X","PLN/CZK","CCY"
"JODSEK=X","JOD/SEK","CCY"
"RUBJPY=X","RUB/JPY","CCY"
"QAREGP=X","QAR/EGP","CCY"
"CHFPYG=X","CHF/PYG","CCY"
"GHSHUF=X","GHS/HUF","CCY"
"AUDERN=X","AUD/ERN","CCY"
"DZDUSD=X","DZD/USD","CCY"
"KESMXN=X","KES/MXN","CCY"
"BWPARS=X","BWP/ARS","CCY"
"AEDINR=X","AED/INR","CCY"
"HKDLTL=X","HKD/LTL","CCY"
"QARIDR=X","QAR/IDR","CCY"
"CADKHR=X","CAD/KHR","CCY"
"SGDEGP=X","SGD/EGP","CCY"
"NGNCHF=X","NGN/CHF","CCY"
"CADYER=X","CAD/YER","CCY"
"THBKWD=X","THB/KWD","CCY"
"MYRBMD=X","MYR/BMD","CCY"
"PHPCZK=X","PHP/CZK","CCY"
"OMRUSD=X","OMR/USD","CCY"
"CHFUAH=X","CHF/UAH","CCY"
"QARHUF=X","QAR/HUF","CCY"
"PLNMAD=X","PLN/MAD","CCY"
"PKRAED=X","PKR/AED","CCY"
"AEDMXN=X","AED/MXN","CCY"
"EURSEKFIX=X","EUR/SEK FIXING","CCY"
"SRDCHF=X","SRD/CHF","CCY"
"SVC=X","USD/SVC","CCY"
"BOBPEN=X","BOB/PEN","CCY"
"NZDTND=X","NZD/TND","CCY"
"JPYMKD=X","JPY/MKD","CCY"
"TWDIDR=X","TWD/IDR","CCY"
"GBPGEL=X","GBP/GEL","CCY"
"GHSZAR=X","GHS/ZAR","CCY"
"GBPHUF=X","GBP/HUF","CCY"
